,카페명,자치구,행정동,카테고리,분위기,이미지 주소
577,카페딜,관악구,신림동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201228_36%2F1609139550843eQA0G_JPEG%2FmZ7ShAYvNqGOr7F9Wmj1aAuB.jpg
578,열공다방 스터디카페 신림점,관악구,신림동,스터디카페,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201104_275%2F1604481125359UEf5p_JPEG%2FYGgKBKbkYvyaLeoZbFWmFUNQ.jpg
579,컴포즈커피 난곡우체국사거리점,관악구,신림동,카페,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211104_204%2F1636004532754JLvVj_JPEG%2Fpre4JO6xvDE3qgnsoseY-Ahe.jpg
580,쥬씨 신림역점,관악구,신사동,공방,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220203_210%2F1643851255529kvGIX_JPEG%2F%25C1%25EA%25BE%25BE%25B0%25A1%25B0%25D42.jpg
581,카페인중독 본점,관악구,신사동,와플,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221019_49%2F1666153461785N0CdQ_PNG%2FKakaoTalk_20221019_131543806_01.png
582,공들인하루,관악구,신사동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210107_93%2F1610001864700XWVMr_JPEG%2FstAz_1-coaK-U_1Wgme_Y4tq.jpeg.jpg
583,포포 아카이브,관악구,신사동,카페,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221104_77%2F1667551123222lbAHm_PNG%2F6F185708-6CBB-4756-ACF5-CAF5968BCA84.png
584,애정제빵소,관악구,신사동,베이글,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190613_136%2F1560429288228TP6D6_JPEG%2FMHyMbz_Ebrrw9Uo1gVt_uaS4.jpg
585,냥빵,관악구,신사동,베이글,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200915_35%2F1600156579481W4QrJ_JPEG%2F59BvaXIBHqV9d9k3iw3fNyzw.jpeg.jpg
586,프룻퐁당,관악구,신사동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220324_233%2F1648115232938UEqoy_JPEG%2F1648115226456.jpg
587,카페에이치,관악구,신사동,카페,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210109_295%2F1610176457508EahMV_JPEG%2F5P8xan0y01II1qgrggX9pmV_.jpeg.jpg
588,카페 코네코,관악구,신사동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220525_268%2F16534455862048dRmJ_JPEG%2FKakaoTalk_20220525_105924300_02.jpg
589,투썸플레이스 서울대점,관악구,신사동,카페,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210114_183%2F1610599983737IKIF1_JPEG%2Fsg5f04S4DF4Ljal5PHQaSjKF.jpeg.jpg
590,버터청크,관악구,신원동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220806_59%2F16597744206495n4cB_JPEG%2FE64B6530-35FB-4F76-ABAA-3F2105096A09.jpeg
591,달리는커피 서울신림역점,관악구,신원동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220928_40%2F1664326362846Ph6xN_JPEG%2FKakaoTalk_20220928_095219416.jpg
592,카페온정,관악구,신원동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220820_298%2F1660985660752uckk9_JPEG%2FCE3C64BE-950C-41D5-9851-E3A1168B9D9C.jpeg
593,위드원스,관악구,신원동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210528_77%2F16221964595474YUCm_JPEG%2F0bPeKVjFctdBVxTAdYYiCu7x.jpg
594,투썸플레이스 신림녹두거리점,관악구,신원동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTA0MTRfNzkg%2FMDAxNTU1MjQ4MTk3NDEx.q87gfyndVubxlg-evI7vEiKQZnhgP3buON51Egcfo6Qg.tbZUp2VxYrNbwy6EzKf0D8XsGFRQYV6sye1YefUc3BUg.JPEG.tmfrl3634%2F20190413_073820.jpg
595,솔티스윗,관악구,신원동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221121_155%2F1669020944898n8Ts9_JPEG%2F20221119_121924.jpg
596,굼굼,관악구,신원동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221019_72%2F1666139460734OrHCB_JPEG%2F636EBAC3-E1CD-4804-B199-2FB2DDEFFE6E.jpeg
597,이디야커피 신림대학동점,관악구,신원동,카페,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_157%2F1608286215970a0JSl_JPEG%2FxBRBneDw4GnGoXMzpdHmNh8_.jpg
598,컴포즈커피 난곡우체국사거리점,관악구,신원동,카페,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211104_204%2F1636004532754JLvVj_JPEG%2Fpre4JO6xvDE3qgnsoseY-Ahe.jpg
599,이디야커피 신대방역점,관악구,신원동,카페,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_157%2F1608286215970a0JSl_JPEG%2FxBRBneDw4GnGoXMzpdHmNh8_.jpg
600,써니해피데이,관악구,조원동,케이크전문,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220228_146%2F1646025599540Cwcgq_JPEG%2F%25BD%25E1%25B4%25CF%25C7%25D8%25C7%25C7%25B5%25A5%25C0%25CC%25B7%25CE%25B0%25ED.jpg
601,발루토,관악구,조원동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160525_186%2F1464160338913DB2KO_JPEG%2F176471417340247_0.jpeg
602,쥰케이크,관악구,조원동,케이크전문,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201110_190%2F1604980032960nBFzs_JPEG%2F4IPQw8WsHlSKIFw_4u5Lu9vr.jpeg.jpg
603,카페 수베 SUBE,관악구,조원동,카페,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221115_147%2F1668506267378JbjgD_JPEG%2FD3055FD8-1AFB-4D4A-BABD-4FED9308EE26.jpeg
604,경성찹쌀꽈배기,관악구,조원동,베이글,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA4MjVfMTI4%2FMDAxNTk4MzQxNDAxMTM4.mwBNHx6Q151YpPOBGLw-grq0KUsrKaooqKfiv1b1rRog.qaSkqgkM6ajM0TUg-VMEL4eFm7-TDyNnNcGpN8-Zj2og.JPEG.the_triple%2FIMG_8390.jpg
605,사생활,관악구,조원동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220531_194%2F1653956569221IH8qx_JPEG%2FKakaoTalk_20220531_092122063_01.jpg
606,솔티스윗,관악구,조원동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221121_155%2F1669020944898n8Ts9_JPEG%2F20221119_121924.jpg
607,까페달달스콘,관악구,조원동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211122_25%2F16375871825711HITw_JPEG%2FScreenshot_20211122-221114_KakaoTalk.jpg
608,키치커피,관악구,조원동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211119_22%2F1637294414835bHMFl_JPEG%2FKakaoTalk_20211119_125700002.jpg
609,하카타도넛 신림점,관악구,조원동,다방,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190131_90%2F1548933498036kzesc_JPEG%2FifgW-kwaLy-xyPQ9bu2qIFOZ.jpeg.jpg
610,포용 그릭 요거트 사당점,관악구,남현동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220311_75%2F16469316463828X2uT_JPEG%2FKakaoTalk_Photo_2022-03-11-02-00-29.jpeg
611,카페 드 뮤르뮤르,관악구,남현동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200528_90%2F15906464370724cuxk_JPEG%2FEeBHMZIwamx4Ct7bjuHa9WWk.jpg
612,디저트바이제이,관악구,남현동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181117_100%2F1542422458368eIXty_PNG%2FS7AYzu6J9pgqXchHSC5wW5_3.png
613,스타벅스 방배다이치빌딩점,관악구,남현동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
614,카페 좋아진다,관악구,남현동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181218_24%2F1545105467056j28p6_JPEG%2Fuy7GAY4E18h4fW687jBU_S0o.jpeg.jpg
615,생각이나서 방배본점,관악구,남현동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220217_79%2F1645029816279PYv1L_JPEG%2F1645023303514-1.jpg
616,배스킨라빈스 사당역점,관악구,남현동,아이스크림,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg
617,파리바게뜨 관악남현점,관악구,남현동,베이글,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_39%2F1649838260408qrg2b_PNG%2Fimage.png
618,눈내리는숲설래임 방배점,관악구,남현동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220503_282%2F1651582341187Sazpd_JPEG%2FScreenshot_20220427-185740.jpg
619,티룸 유메,관악구,남현동,홍차전문점,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220407_87%2F1649261494961MsGbI_JPEG%2F2E95C629-AAB2-4B37-A18A-734A8B0A8EEB.jpeg
620,스타벅스 봉천역점,관악구,낙성대동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
621,꾸덕제과,관악구,낙성대동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221117_73%2F1668611367629p2Q6W_PNG%2FKakaoTalk_20221116_195144634%25B2%25D9%25B4%25F6%25C7%25D1%25B1%25DB%25C6%25C7.png
622,아이딜,관악구,낙성대동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210621_277%2F1624233954889O7pDO_JPEG%2FY9dO4Ctjp-rcd75lertc5n5f.jpeg.jpg
623,비건마마,관악구,낙성대동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221206_146%2F1670321716415jNuqr_JPEG%2FKakaoTalk_Photo_2022-12-06-18-34-57_030.jpeg
624,빌 베이커리,관악구,낙성대동,베이글,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221208_271%2F1670454090532puWP7_JPEG%2FF0080FFD-9A32-4669-8BAF-F2AE17CBB529.jpeg
625,행복한 날에,관악구,낙성대동,베이글,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220730_128%2F1659108724900jcfKA_JPEG%2FFFE59258-40C0-4099-801D-CEFAD4F3C3F8.jpeg
626,mincafe 생과일모찌,관악구,낙성대동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220225_141%2F1645770098324LEYod_JPEG%2F22%25B3%25E2_%25B8%25DE%25C0%25CE2.jpg
627,메가MGC커피 서울대입구역점,관악구,낙성대동,카페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220307_129%2F1646633862440YG2yi_PNG%2F%25B8%25DE%25B0%25A1_%25B7%25CE%25B0%25ED.
628,오니베이크샵,관악구,낙성대동,베이글,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220503_56%2F16515660090646gTot_JPEG%2F7682BC5A-810D-44E9-A078-D887348EB2A7.jpeg
629,커피버넷,관악구,낙성대동,카페,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201014_42%2F1602664049694hT4lO_JPEG%2FEeqL9QDo4LwW5W7Ic_S52DmE.jpg
630,데일리오아시스 샤로수길점,관악구,성현동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200303_27%2F1583226943925gEvhz_JPEG%2FhMi8jZUKArdCwCd6GNQR7zcx.jpg
631,에버그릭 서울대점,관악구,성현동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220915_163%2F1663212305360hyqRx_JPEG%2F%25BF%25A1%25B9%25F6%25B1%25D7%25B8%25AF_%25B7%25CE%25B0%25ED.jpg
632,몽마베이커리,관악구,성현동,베이글,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190610_190%2F15601530591311fst0_JPEG%2F60jHUbwbW5i37BKHRSa4niuC.JPG.jpg
633,고로커피로스터스,관악구,성현동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200528_110%2F1590672571274vBuQW_JPEG%2FrnMpJ3dSLv6Su5NxZyvc2OW5.jpeg.jpg
634,카페희다 서울대입구역점,관악구,성현동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220609_275%2F1654738582469aqxg5_JPEG%2FB4FD4ADC-C07C-454D-B6C6-CCC055EA7FC0.jpeg
635,카페인,관악구,성현동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160317_90%2F1458183234744th6FD_JPEG%2F176264513971547_0.jpeg
636,갱커피,관악구,성현동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEwMDdfMjU2%2FMDAxNjAyMDY5NTk2MDY5.xrg7gFogEnsSK3zc-1b096iYHwDuWVGjDjksjqVa9Y4g.p79zlxhYccxfNyo-EzSXMCr7LDa1LY71PkJ1vA16WOUg.JPEG.lsw5581%2FIMG_7895.jpg
637,블랙567 봉천본점,관악구,성현동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220226_49%2F1645864316595h4K0P_JPEG%2FKakaoTalk_20220225_165843330.jpg
638,운석커피로스터스,관악구,성현동,카페,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220828_269%2F1661623410130IYw9X_JPEG%2FDSC04908_%25281%2529.
639,이디야커피 서울대중앙점,관악구,성현동,카페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_157%2F1608286215970a0JSl_JPEG%2FxBRBneDw4GnGoXMzpdHmNh8_.jpg
640,그날의 브런치,관악구,은천동,뷔페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200227_115%2F1582791025236cFrY0_JPEG%2FPGWVDrCK_Ha_iB17FMuuCCj7.jpg
641,고로커피로스터스,관악구,은천동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200528_110%2F1590672571274vBuQW_JPEG%2FrnMpJ3dSLv6Su5NxZyvc2OW5.jpeg.jpg
642,모쿠816 봉천점,관악구,은천동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221013_69%2F1665630580728h3FaB_PNG%2F%25BD%25C5%25B8%25B2_%25B8%25C5%25C0%25E5%25BB%25E7%25C1%25F8.png
643,카페희다 서울대입구역점,관악구,은천동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220609_275%2F1654738582469aqxg5_JPEG%2FB4FD4ADC-C07C-454D-B6C6-CCC055EA7FC0.jpeg
644,디저트39 관악점,관악구,은천동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220831_172%2F1661906215873JF3wd_JPEG%2FKakaoTalk_20220819_130354217.jpg
645,버터드,관악구,은천동,베이글,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220206_27%2F1644125813944x7Eaz_JPEG%2F451111FF-F1FF-4898-B62B-1920CA7077BB.jpeg
646,요샌,관악구,은천동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210608_52%2F1623130634921iJgS3_JPEG%2F3prp_vPaFS3ATUzRaCIQCPwg.jpg
647,위버커피 본점,관악구,은천동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190706_75%2F1562413809533DNLds_JPEG%2FokbjniU8rr4qZMft_UDaMo0t.jpg
648,미유커피,관악구,은천동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211212_258%2F16393059559666poUi_JPEG%2F3EA6E4CC-796E-46EC-9D06-92771A00B01F.jpeg
649,블루버드,관악구,은천동,카페,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210118_38%2F1610954190568aa0Eu_JPEG%2F_qLGnmSzAIe_mqtuTtLpTsvn.jpg
650,데일리오아시스 샤로수길점,관악구,인헌동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200303_27%2F1583226943925gEvhz_JPEG%2FhMi8jZUKArdCwCd6GNQR7zcx.jpg
651,후즈베이커리,관악구,인헌동,베이글,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220607_37%2F1654590255847FxPuf_JPEG%2F%25C6%25F7%25BD%25BA%25C5%25CD1_16.jpg
652,요거스토리,관악구,인헌동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221127_159%2F1669477696734ESp8M_PNG%2F%25BF%25E4%25B0%25C5STORY-LOGO_-_Copy.png
653,파리바게뜨 관악현대점,관악구,인헌동,베이글,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_61%2F1649836832928IfkT9_PNG%2Fimage.png
654,버터드,관악구,인헌동,베이글,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220206_27%2F1644125813944x7Eaz_JPEG%2F451111FF-F1FF-4898-B62B-1920CA7077BB.jpeg
655,갱커피,관악구,인헌동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEwMDdfMjU2%2FMDAxNjAyMDY5NTk2MDY5.xrg7gFogEnsSK3zc-1b096iYHwDuWVGjDjksjqVa9Y4g.p79zlxhYccxfNyo-EzSXMCr7LDa1LY71PkJ1vA16WOUg.JPEG.lsw5581%2FIMG_7895.jpg
656,블랙567 봉천본점,관악구,인헌동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220226_49%2F1645864316595h4K0P_JPEG%2FKakaoTalk_20220225_165843330.jpg
657,원더로우,관악구,인헌동,베이글,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190922_170%2F1569143035577wXNuk_JPEG%2FGa9FzwDijfoaZlZFAuwzKRMZ.jpg
658,씨크스페셜티커피,관악구,인헌동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221118_142%2F1668747798089dKQDj_JPEG%2F6A38C2CB-57E8-42CA-A10A-56CEEB36D8CC.jpeg
659,블루버드,관악구,인헌동,카페,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210118_38%2F1610954190568aa0Eu_JPEG%2F_qLGnmSzAIe_mqtuTtLpTsvn.jpg
660,식빵이야기,관악구,중앙동,베이글,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191126_7%2F1574778939257Xwk2V_JPEG%2FTGVdSJGsBSgV6dZXCuWl4Cya.jpg
661,모쿠816 봉천점,관악구,중앙동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221013_69%2F1665630580728h3FaB_PNG%2F%25BD%25C5%25B8%25B2_%25B8%25C5%25C0%25E5%25BB%25E7%25C1%25F8.png
662,달달첼베이커리,관악구,중앙동,베이글,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210831_28%2F1630379097481aRxgk_PNG%2FZ2wOcVZ9ovKNcA_3fCUUnGcB.png
663,카도 베이킹 스튜디오,관악구,중앙동,베이글,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220115_283%2F16422200204186svzu_PNG%2F%25B0%25A1%25B0%25D4_%25B7%25CE%25B0%25ED_%25C1%25DF%25BE%25D3_%25C1%25F7%25BB%25E7%25B0%25A2%25C7%25FC.png
664,낙성대커피집,관악구,중앙동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210106_249%2F1609934529737IrWfr_JPEG%2FwLoBi4aHYPz4dJl9NZ8iIyDl.jpg
665,본깔리떼,관악구,중앙동,베이글,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA0MTVfMTMx%2FMDAxNjQ5OTkwMDQxNzgz.oqlsUQ9_dfhhmhdHOj26R_0YxdtWiIplyqgAZXRsiksg.b3uHB5VwppTH6QOJ1mrE377uM8NTJK9tTbu7bBAwjxQg.JPEG.kutty1945%2F20220330%25A3%25DF122017.jpg
